,CODE_GENDER,EXT_SOURCE_3,EMERGENCYSTATE_MODE,OCCUPATION_TYPE,WALLSMATERIAL_MODE,REGION_RATING_CLIENT,AMT_GOODS_PRICE,GOODS_PRICE_CREDIT_PER,DAYS_WORKING_PER,ANNUITY_DAYS_BIRTH_PERC,TARGET
230470,F,0.6925590674998008,No,Laborers,"Stone, brick",2.0,553500.0,1.396,0.23340620031796502,-0.8033205619412516,0
230471,F,0.5064842396679806,No,Core staff,"Stone, brick",3.0,238500.0,1.1583962264150944,0.11899832396726806,-0.4552615633205413,0
230485,M,0.6092756673894402,No,Laborers,Panel,2.0,459000.0,1.0,0.22421222730945328,-0.8290490943090792,0
230487,F,0.1841161559307151,No,Sales staff,"Stone, brick",2.0,225000.0,1.066,-14.762064505698811,-1.0374004192872117,0
230497,F,0.2650494299443805,No,Core staff,"Stone, brick",2.0,225000.0,1.0,0.1392417826174632,-0.6596827297216402,0
230505,M,0.4436153084085652,No,Drivers,Panel,3.0,450000.0,1.1584,0.034636871508379886,-0.3780558635619621,0
230510,F,0.1634256947313434,No,Managers,"Stone, brick",2.0,675000.0,1.1188,0.01665453957474331,-0.31972393470590516,0
230522,F,0.4938628816996244,No,High skill tech staff,"Stone, brick",2.0,900000.0,1.198,0.265765144197599,-0.45790288440274224,0
230523,F,0.7062051096536562,No,Realty agents,Panel,2.0,337500.0,1.2112,0.5731318219983207,-1.1903155685480848,0
230524,M,0.2866524828090694,No,Low-skill Laborers,Wooden,2.0,598500.0,1.118796992481203,0.294357129331566,-0.3265773077933924,1
230561,F,0.4956658291397297,No,Cooking staff,Panel,2.0,688500.0,1.2376013071895424,0.07414545660676833,-0.48692363957548407,0
230588,F,0.6479768603302221,No,Cooking staff,"Stone, brick",2.0,234000.0,1.1188076923076924,-15.89533466794325,-1.1262069303533795,0
230589,F,0.5832379256761245,No,Laborers,Panel,2.0,571500.0,1.198,0.059079854073773815,-0.5205053142389957,0
230629,F,0.6296742509538716,No,Sales staff,Monolithic,2.0,1305000.0,1.0,0.016957136128120585,-0.5550326797385621,0
230647,F,0.6041125998015721,No,Managers,"Stone, brick",2.0,1620000.0,1.0,0.12502769367107303,-0.23992274845408318,0
230656,M,0.6577838002083306,No,Laborers,Panel,2.0,909000.0,1.2771980198019801,0.010515247108307046,-0.35428890751606595,0
230677,M,0.6041125998015721,No,Laborers,Monolithic,2.0,225000.0,1.0,0.13155309457890507,-0.9174860701409374,0
230684,F,0.7922644738669378,No,Laborers,"Stone, brick",3.0,679500.0,1.0,0.15684000257748568,-0.5731538418924159,0
230705,F,0.8224987619370829,No,Medicine staff,Panel,2.0,135000.0,1.0,0.17788954084008568,-1.5906666666666667,0
230709,F,0.6769925032909132,No,Core staff,Wooden,2.0,675000.0,1.198,-16.034902098516113,-0.8688255711942633,0
230718,M,0.4294236843421945,No,Core staff,Panel,2.0,715500.0,1.0,0.5856704458272952,-1.114531376181654,0
230734,M,0.7738956942145427,No,Laborers,"Stone, brick",2.0,337500.0,1.1683066666666666,0.40989220750056143,-0.5812367433512808,0
230746,F,0.5154953751603267,No,High skill tech staff,Mixed,2.0,225000.0,1.528,-21.226419480444005,-1.0651191581553698,0
230758,M,0.3962195720630885,No,Laborers,Panel,2.0,679500.0,1.3168013245033112,0.26060171062862614,-0.562929292929293,0
230798,F,0.7886807751817684,No,Sales staff,Panel,1.0,603000.0,1.198,0.24997128746985184,-0.7431875893562085,0
230804,M,0.5673792367572691,No,Managers,Panel,1.0,1800000.0,1.1188,0.15020735542086314,-0.41306414419502097,0
230809,F,0.6986675550534175,No,Laborers,"Stone, brick",2.0,585000.0,1.0,0.15463917525773196,-1.1389923442996068,0
230813,F,0.175605979469379,No,Cooking staff,Panel,2.0,1345500.0,1.0,0.17162975704149644,-0.47140504244267073,1
230822,M,0.4992720153045617,No,High skill tech staff,Panel,2.0,216000.0,1.396,0.21124163365660428,-0.9431239935587762,0
230839,F,0.8658959152750668,No,Accountants,"Stone, brick",1.0,315000.0,1.0,0.014667322189446084,-0.87146529562982,0
230842,F,0.8327850252992314,No,Secretaries,Panel,2.0,1372500.0,1.1188,0.3073278903336357,-0.46847995466779996,0
230867,M,0.3606125659189888,No,Managers,Panel,2.0,301500.0,1.0,0.03321059851274276,-0.7549668874172185,1
230869,M,0.4578995512067301,No,Drivers,"Stone, brick",3.0,450000.0,1.0,0.19531795946890287,-0.3907233911841499,0
230870,M,0.4014074137749511,No,Laborers,"Stone, brick",2.0,900000.0,1.198,0.21066169378175037,-0.4933301609961139,0
230879,F,0.7309873696832169,No,High skill tech staff,Panel,2.0,1350000.0,1.0,-17.26019564292803,-0.5679966716323764,0
230881,F,0.5656079814115492,No,Accountants,Block,2.0,450000.0,1.1584,0.199512062889672,-0.38956650298326206,0
230882,F,0.7910749129911773,No,Sales staff,Block,2.0,733500.0,1.3167975460122698,0.0628851633423895,-0.47087272613810105,0
230883,M,0.4920600938649263,No,Low-skill Laborers,"Stone, brick",1.0,900000.0,1.1452,-16.864893567899525,-0.36601008948715996,0
230892,F,0.6313545365850379,No,Core staff,"Stone, brick",2.0,450000.0,1.0,0.22293877551020408,-0.27860221289757675,0
230955,M,0.5954562029091491,No,Security staff,"Stone, brick",2.0,459000.0,1.1188039215686274,-17.54457680853108,-0.8382355901834068,0
230981,F,0.4543210601605785,No,Medicine staff,Panel,2.0,540000.0,1.0,0.11784327164724698,-0.8105555555555556,0
230985,F,0.4014074137749511,No,Sales staff,Panel,2.0,238500.0,1.0792075471698113,-16.383752747499216,-0.8410865874363328,0
230987,F,0.7062051096536562,No,Laborers,Panel,2.0,450000.0,1.198,0.20189834116916527,-0.43468872308018586,0
230989,M,0.6738300778602003,No,Laborers,Panel,1.0,594000.0,1.237598484848485,0.08266761047628678,-0.5571895424836601,0
230993,M,0.7490217048463391,No,Medicine staff,Others,2.0,540000.0,1.0,0.01773604590505999,-0.5086567164179104,0
231030,M,0.6910212267577837,No,Cooking staff,Panel,1.0,679500.0,1.0,0.04421768707482993,-0.5327293318233296,0
231033,F,0.8357765157975799,No,Sales staff,Panel,3.0,270000.0,1.0,0.3042521071832935,-1.1776296296296296,0
231038,F,0.4668640059537032,No,Cleaning staff,"Stone, brick",2.0,463500.0,1.0,0.24668786433492315,-1.2513677509201233,0
231039,F,0.3791004853998145,No,Core staff,Panel,2.0,270000.0,1.0,0.08718700654184525,-0.8394640912749136,0
231052,M,0.3556387169923543,No,Laborers,"Stone, brick",2.0,261000.0,1.105603448275862,-14.743591813668106,-1.6753229187800094,0
231056,F,0.3170317785834444,No,High skill tech staff,"Stone, brick",2.0,801000.0,1.198,0.05116925214169947,-0.34125432098765435,0
231068,M,0.5388627065779676,No,Laborers,Panel,2.0,585000.0,1.396,0.16926952141057935,-0.753520859431348,0
231079,F,0.6313545365850379,No,Core staff,Panel,2.0,459000.0,1.1188039215686274,-18.109127869502704,-0.9214638157894737,0
231085,F,0.5779691187553125,No,Core staff,"Stone, brick",2.0,112500.0,1.132,0.1391336002912268,-1.0792865000785792,0
231128,M,0.6528965519806539,No,Managers,Panel,2.0,1035000.0,1.1452,0.11894634728751585,-0.3852522639068564,0
231140,F,0.6577838002083306,No,Core staff,Panel,2.0,270000.0,1.0792,0.12421052631578948,-0.5257556406981694,0
231160,F,0.5154953751603267,No,Managers,Panel,3.0,450000.0,1.3168,0.33283595190028964,-0.3657052979601008,0
231164,F,0.1940678276718812,No,Laborers,Panel,3.0,450000.0,1.0528,0.05138086062941554,-0.2168113866260854,0
231200,M,0.2115507642052577,No,Managers,Panel,2.0,553500.0,1.0,0.0528598809643902,-0.4520137250208041,0
231209,F,0.5814837058057234,No,Managers,Panel,3.0,405000.0,1.0,0.008260627436421013,-0.5320493827160494,0
231216,M,0.3046721837533529,No,Laborers,"Stone, brick",2.0,450000.0,1.0,0.04757747708424269,-0.4180752298181984,0
231237,F,0.5797274227921155,No,Sales staff,Wooden,3.0,225000.0,1.396,-15.16286117568914,-1.79266205254149,0
231238,F,0.2276129150623945,No,Waiters/barmen staff,"Stone, brick",3.0,454500.0,1.3168019801980198,0.06014891550663645,-0.7184890563580117,1
231254,F,0.5971924268337128,No,Cleaning staff,"Stone, brick",2.0,477000.0,1.198,0.015217726595033674,-1.1784199684963044,0
231281,F,0.6738300778602003,No,Sales staff,Panel,2.0,360000.0,1.0,-15.511232853442053,-1.7349690539345712,0
231287,F,0.7091891096653581,No,Cooking staff,"Stone, brick",1.0,450000.0,1.2112,0.18141222439296678,-0.7729062179798306,0
231299,F,0.6092756673894402,No,Sales staff,Panel,2.0,540000.0,1.0792,0.270081368662633,-0.31770652083851186,0
231302,F,0.8224987619370829,No,High skill tech staff,Panel,2.0,675000.0,1.198,-16.906267357896684,-0.9322114347357066,0
231320,M,0.2032521136204725,No,IT staff,Panel,2.0,675000.0,1.0,-15.55350679214751,-1.0784138136896972,0
231336,M,0.4830501881366946,No,Laborers,Panel,2.0,675000.0,1.0,0.29703255545952173,-0.6337989591892632,0
231343,F,0.7969726818373722,No,Security staff,Block,2.0,454500.0,1.0,-17.120230617793194,-1.638178607079782,0
231357,F,0.4101025731788671,No,Sales staff,Panel,2.0,112500.0,1.3168,0.04056795131845842,-1.3329953527672158,0
231362,F,0.3774042489507649,No,Laborers,Panel,2.0,225000.0,1.0,0.015267175572519083,-0.7336,0
231364,M,0.5989262182569273,Yes,Drivers,Others,1.0,1305000.0,1.0,0.05875008214496944,-0.4240195053988157,0
231391,M,0.5028782772082183,No,High skill tech staff,Panel,2.0,1462500.0,1.0,0.3772753719557809,-0.2981882172156542,0
231427,F,0.6347055309763198,No,High skill tech staff,Wooden,2.0,1575000.0,1.0,0.3842836194255154,-0.23379818696998114,0
231429,F,0.5867400085415683,No,Sales staff,Panel,1.0,679500.0,1.198,0.33230552850806017,-0.7005457025920873,0
231431,M,0.5709165417729987,No,Core staff,Monolithic,2.0,202500.0,1.0,0.3835232953409318,-1.9757037037037037,0
231435,F,0.0005272652387098,No,Cleaning staff,Panel,2.0,459000.0,1.1188039215686274,-16.390369772033747,-1.0873956960913482,0
231456,M,0.475849908720221,No,Core staff,"Stone, brick",2.0,247500.0,1.0,0.02800890092879257,-1.7361216091374823,0
231460,F,0.7801436381572275,No,Laborers,"Stone, brick",2.0,229500.0,1.2111960784313724,0.08686834544532702,-0.7224664224664225,0
231469,M,0.4848514754962666,No,Laborers,"Stone, brick",2.0,450000.0,1.0,0.29260382147641545,-1.0296562488656575,0
231476,F,0.4258928980051529,No,Core staff,"Stone, brick",2.0,225000.0,1.099,-16.70675144085628,-1.2608933875479424,0
231478,F,0.1491674613233488,No,Core staff,"Stone, brick",2.0,612000.0,1.2573970588235295,0.15255097724003722,-0.30081828478346634,0
231498,F,0.7688075728291359,No,Medicine staff,Panel,2.0,472500.0,1.0792,0.01671681711802073,-0.3603180339718106,0
231503,F,0.7394117535524816,No,Core staff,Panel,2.0,315000.0,1.0,0.2407338075627106,-0.6643039233973761,0
231505,M,0.7838324335199619,No,Drivers,"Stone, brick",2.0,540000.0,1.1584,0.1636256186747433,-0.7138638401096873,0
231508,F,0.7001838506835805,No,Managers,"Stone, brick",2.0,360000.0,1.0792,0.2553733658320408,-0.5771191994756949,0
231515,M,0.5937175866150576,No,Drivers,Block,1.0,585000.0,1.0,0.2070342000215773,-0.3168888888888889,0
231538,M,0.7380196196295241,No,Drivers,Panel,2.0,675000.0,1.0,0.07959961868446139,-0.4973037037037037,0
231549,F,0.3572932680336494,No,Core staff,"Stone, brick",2.0,679500.0,1.0,0.031216931216931216,-0.6247675715879509,0
231551,M,0.4170996682522097,No,Laborers,Panel,2.0,900000.0,1.0,0.10071128354348528,-0.40269504931159067,0
231555,M,0.6722428897082422,No,High skill tech staff,Panel,2.0,238500.0,1.3167924528301886,0.18961708394698085,-1.176194011383321,0
231571,F,0.656158373001177,No,Core staff,"Stone, brick",3.0,148500.0,1.066,-17.90143606332402,-1.3119212962962963,0
231576,M,0.1575949986663102,No,Laborers,Block,2.0,247500.0,1.0,0.10450958286358512,-0.7167676767676767,0
231589,F,0.6479768603302221,No,Accountants,Panel,2.0,900000.0,1.1188,-19.244586121502714,-0.4435330271906147,0
231616,F,0.2225807646753351,No,Core staff,Block,2.0,855000.0,1.0,0.24329501915708812,-0.5752826820075382,0
231656,F,0.6594055320683344,No,Core staff,Panel,2.0,675000.0,1.0,0.5570527713242616,-0.5991012487075479,0
231670,M,0.7209441499436497,No,Security staff,Panel,2.0,247500.0,1.0,0.36971105944868815,-1.2165656565656566,0
231696,M,0.4436153084085652,No,High skill tech staff,"Stone, brick",3.0,441000.0,1.4223979591836735,0.16297991355199593,-0.6417976207960053,1
231697,F,0.2622489709189549,No,Laborers,Panel,2.0,238500.0,1.3167924528301886,0.1837817757257337,-1.3494467719411323,0
231737,F,0.5832379256761245,No,Cleaning staff,"Stone, brick",2.0,157500.0,1.0,0.010267631711833024,-1.5088253968253968,0
231739,F,0.5531646987710016,No,High skill tech staff,Panel,3.0,247500.0,1.0,0.1346153846153846,-0.5229694025398449,0
231747,F,0.5154953751603267,No,Laborers,Wooden,3.0,450000.0,1.1584,0.29845512273718133,-0.3847500273493053,0
231766,M,0.6496203111237195,No,Managers,"Stone, brick",2.0,477000.0,1.1583962264150944,-16.770421047798337,-1.2042243786458766,0
231777,F,0.6940926425266661,No,Core staff,Panel,2.0,675000.0,1.0792,0.06745604592752064,-0.18707209021345148,0
231783,M,0.4920600938649263,No,Laborers,Panel,2.0,225000.0,1.132,0.3219576844795759,-0.8915474532641262,0
231789,M,0.3572932680336494,No,Managers,"Stone, brick",2.0,567000.0,1.3168015873015873,0.03643011917659805,-0.8930817610062893,1
231795,F,0.4258928980051529,No,Laborers,"Stone, brick",2.0,1125000.0,1.0,0.20704845814977973,-0.3303132635971776,0
231811,F,0.3622772470384314,No,Core staff,Monolithic,3.0,324000.0,1.1584027777777777,0.058061070925773096,-0.7847686534468636,0
231832,M,0.7544061731797895,No,Cleaning staff,"Stone, brick",1.0,702000.0,1.237602564102564,0.17693182498353982,-0.4241593358467573,0
231841,F,0.5442347412142162,No,Sales staff,Block,2.0,675000.0,1.0792,0.013904001934469834,-0.4053815615350684,0
231851,F,0.5902333386185574,No,High skill tech staff,Panel,1.0,540000.0,1.1188,0.12017266630694519,-0.4851714723811661,1
231875,M,0.4258928980051529,No,Laborers,"Stone, brick",2.0,225000.0,1.198,0.2912703804347826,-1.255403640627915,0
231880,M,0.7688075728291359,No,Laborers,"Stone, brick",2.0,252000.0,1.0,0.6417192666065524,-1.8475635152019991,0
231889,F,0.6363761710860439,No,Medicine staff,Panel,2.0,238500.0,1.2376037735849057,0.5909948498291775,-1.2149428491775858,0
231902,M,0.434733248750173,No,Laborers,"Stone, brick",1.0,450000.0,1.1584,-16.893755781683627,-0.6863492063492064,1
231975,M,0.5937175866150576,No,Security staff,Panel,1.0,630000.0,1.1188,-15.912647584193786,-0.8172835549858463,0
232011,F,0.6380435278721609,No,Laborers,"Stone, brick",3.0,238500.0,1.1056037735849056,0.011893014801350299,-0.7346993284493285,0
232038,F,0.6956219298394389,No,Laborers,"Stone, brick",2.0,675000.0,1.0,0.15894534585824083,-0.7489756351062341,0
232040,F,0.6041125998015721,Yes,Core staff,"Stone, brick",2.0,225000.0,1.0,0.2238208168642951,-1.6106442577030813,0
232041,F,0.8357765157975799,No,Laborers,"Stone, brick",2.0,126000.0,1.132,-15.686437038309569,-2.7999037999038,0
232044,F,0.6738300778602003,No,Sales staff,Block,1.0,900000.0,1.0792,0.08613383265989948,-0.16312586912312008,0
232048,F,0.6863823354047934,No,Laborers,"Stone, brick",2.0,1125000.0,1.1452,0.21748082930985516,-0.33780655993284164,0
232072,F,0.3425288720742255,No,Sales staff,"Stone, brick",3.0,675000.0,1.0,0.19264693039909178,-0.35264227642276424,0
232082,F,0.080116380463876,No,Medicine staff,Panel,2.0,238500.0,1.2112075471698114,0.038123698270397535,-0.568187080342672,0
232093,F,0.4740512892789932,No,Drivers,Panel,2.0,382500.0,1.1584,0.43390595428737805,-0.6405557886883947,0
232109,F,0.6528965519806539,No,Managers,"Stone, brick",1.0,495000.0,1.2376,0.13482606957217114,-0.5119544747400311,0
232112,F,0.6594055320683344,No,Accountants,"Stone, brick",2.0,135000.0,1.132,-15.320595637583892,-2.752092352092352,0
232114,F,0.7435593141311444,No,HR staff,Panel,2.0,189000.0,1.0,0.16130737021830155,-1.32680690399137,0
232123,F,0.6894791426446275,No,Core staff,Panel,2.0,315000.0,1.0,0.4490691690631149,-1.1127110437455265,0
232135,F,0.4258928980051529,No,Managers,Panel,2.0,517500.0,1.1584,0.6000963333132638,-0.5403145789619219,0
232137,F,0.3656165070113335,No,Laborers,"Stone, brick",2.0,459000.0,1.0791960784313726,-17.027645687645688,-0.808869279936648,0
232163,F,0.3046721837533529,No,Medicine staff,"Stone, brick",2.0,225000.0,1.198,0.11782128151412266,-0.5569839258052186,1
232165,F,0.3280631605201915,No,Sales staff,"Stone, brick",3.0,90000.0,1.0,0.2983321819796704,-1.0453935829980399,0
232179,M,0.2608559142068693,No,Laborers,Panel,2.0,450000.0,1.3366,0.05952561573863349,-0.6035714285714285,1
232200,F,0.5919766183185521,No,Accountants,Panel,2.0,679500.0,1.1188013245033113,0.03333686665253339,-0.585844472389114,0
232201,F,0.5744466170995097,No,Sales staff,Monolithic,2.0,450000.0,1.0,-17.48661847081917,-0.9283111111111111,0
232205,M,0.7662336700704004,No,Core staff,Panel,2.0,675000.0,1.0,0.023869926199261992,-0.796491469771073,0
232222,F,0.4507472818545589,No,Private service staff,"Stone, brick",2.0,270000.0,1.0,0.1431510643348896,-0.8627410820959208,0
232226,F,0.7194907850918436,No,Laborers,"Stone, brick",2.0,225000.0,1.066,-16.71822218153522,-0.9350710494778292,0
232245,F,0.470456116119975,No,Laborers,Panel,2.0,270000.0,1.0,-20.467525917623984,-2.1458633958633957,1
232249,M,0.5656079814115492,No,Laborers,"Stone, brick",2.0,675000.0,1.0594,0.2579750346740638,-0.26937635804107796,0
232257,F,0.6832688314232291,No,Cooking staff,"Stone, brick",1.0,450000.0,1.4224,0.013121127445024906,-0.5492826159492826,0
232269,F,0.6195277080511546,No,Core staff,Panel,2.0,738000.0,1.2904024390243902,0.011030633264668748,-0.4382991116936071,0
232278,F,0.1684161714286957,No,Laborers,Panel,2.0,1080000.0,1.0871208333333333,0.06158136730232909,-0.2660130129226944,0
232286,F,0.4740512892789932,No,Laborers,Panel,2.0,675000.0,1.198,0.30037128712871286,-0.7225575676279902,0
232290,M,0.2009260877159709,No,Laborers,Panel,2.0,1021500.0,1.0,0.026958074666213114,-0.36516365443140175,0
232304,F,0.0908147089893367,No,Cleaning staff,Panel,1.0,1125000.0,1.1782,-16.156905246394764,-0.40252849002849,0
232305,F,0.5549467685334323,No,Sales staff,Panel,3.0,450000.0,1.0,0.43102046347743594,-0.6559111111111111,0
232310,F,0.633031641417419,No,Waiters/barmen staff,"Stone, brick",2.0,715500.0,1.0,0.12504510076800165,-0.6400435471100554,0
232321,F,0.4956658291397297,No,Sales staff,Panel,1.0,360000.0,1.0528,0.2308032890575585,-0.395957774521958,0
232329,F,0.5814837058057234,No,Sales staff,"Stone, brick",2.0,112500.0,1.132,0.14935125548399142,-0.7813149546001532,0
232330,F,0.4436153084085652,No,Core staff,Panel,1.0,360000.0,1.1584,0.16086974986197816,-0.9295908094984308,0
232331,F,0.4418358231994413,No,Laborers,Panel,2.0,540000.0,1.1188,0.037565059968318625,-0.34528832630098455,0
232333,F,0.5262949398096192,No,Managers,"Stone, brick",2.0,360000.0,1.0,0.13085866974795984,-0.7692777777777777,0
232368,F,0.6380435278721609,No,Managers,"Stone, brick",2.0,598500.0,1.079203007518797,0.06581175901282361,-0.31275066212637154,0
232417,F,0.8128226070575616,No,Managers,Panel,1.0,540000.0,1.0594,0.07555970149253731,-0.3759424864106611,0
232422,F,0.3046721837533529,No,Core staff,Panel,2.0,342000.0,1.4223947368421053,0.12637937042629807,-0.36185192190488197,0
232426,M,0.5902333386185574,No,Drivers,Panel,2.0,234000.0,1.3168076923076923,-15.348924188939318,-1.804778156996587,0
232453,F,0.3154721549257734,No,Accountants,Others,2.0,1129500.0,1.1161593625498007,0.06120369260280542,-0.4003792106178973,0
232457,F,0.2418614865234661,No,Core staff,Panel,2.0,450000.0,1.0,0.02340835238897581,-0.7921254587921255,0
232458,M,0.4884551844437485,No,Sales staff,Panel,1.0,292500.0,1.0792,0.013930523717157467,-0.4525576570106137,0
232475,F,0.3409064264152384,No,Core staff,"Stone, brick",2.0,405000.0,1.528,0.07865266841644794,-0.6397984886649875,0
232478,M,0.434733248750173,No,Laborers,"Stone, brick",2.0,270000.0,1.0,0.12085373232851092,-1.3465925925925926,0
232480,M,0.6925590674998008,No,Laborers,"Stone, brick",2.0,675000.0,1.1188,0.006293391938464612,-0.5491373872020626,1
232487,M,0.7530673920730478,No,Laborers,Block,2.0,679500.0,1.0791986754966887,-17.472397627248373,-0.5332721080626028,0
232495,F,0.6545292802242897,No,Sales staff,"Stone, brick",2.0,202500.0,1.264,0.122181065475542,-1.2728722482232622,0
232497,F,0.4848514754962666,No,Cooking staff,"Stone, brick",2.0,270000.0,1.0,0.2646478709827126,-1.276888888888889,0
232534,F,0.7091891096653581,No,Core staff,"Stone, brick",3.0,270000.0,1.2112,0.06518590053114437,-0.4710565222335949,0
232536,F,0.3706496323299817,No,Accountants,Panel,2.0,454500.0,1.0396039603960396,0.1427744549488713,-0.32029415399826966,0
232566,F,0.6577838002083306,No,Sales staff,Panel,2.0,135000.0,1.132,-16.69453332114453,-1.3859115672114533,0
232569,F,0.6940926425266661,No,Sales staff,"Stone, brick",3.0,900000.0,1.0,0.03465176268271711,-0.40642309238000385,0
232592,F,0.7394117535524816,No,Sales staff,"Stone, brick",3.0,315000.0,1.0,0.14062575794324522,-1.2714713047768835,0
232593,F,0.6626377922738201,No,Laborers,"Stone, brick",2.0,297000.0,1.1583939393939393,-16.32808797889937,-0.8190622654290475,0
232599,F,0.1368005219117748,No,Realty agents,"Stone, brick",2.0,265500.0,1.0,0.2926957435627956,-0.8385106851729456,0
232610,F,0.4686596550493113,No,Managers,Panel,2.0,450000.0,1.2112,0.11361958012448571,-0.35581831831831834,0
232631,F,0.2881295999178507,No,Sales staff,"Stone, brick",2.0,180000.0,1.0,0.07405627636285973,-2.081,0
232632,M,0.3556387169923543,No,High skill tech staff,Panel,2.0,531000.0,1.0,-19.07572987935447,-0.8511480073792537,0
232654,F,0.6545292802242897,No,Core staff,"Stone, brick",3.0,225000.0,1.198,-14.765645213454075,-1.3185149649529597,0
232667,F,0.6925590674998008,No,Accountants,Panel,2.0,886500.0,1.2375989847715736,0.327889526451857,-0.3633968057560551,0
232707,M,0.7394117535524816,No,Laborers,Panel,2.0,1350000.0,1.0,0.04076346284935242,-0.37163702690378475,0
232718,F,0.8193176922872417,No,Sales staff,"Stone, brick",2.0,1129500.0,1.0,0.1107795957651588,-0.5837898581261413,0
232724,F,0.5585066276769286,No,Laborers,"Stone, brick",2.0,675000.0,1.0,0.0920486435921422,-0.4251173148810944,0
232737,F,0.5971924268337128,No,Sales staff,Panel,2.0,846000.0,1.198,0.024247208751550692,-0.595840473070591,0
232741,M,0.5638350489514956,No,Laborers,Panel,2.0,540000.0,1.0,0.05468873962024647,-1.0853928069117942,1
232747,F,0.6058362647264226,No,Sales staff,Mixed,3.0,270000.0,1.0,0.4909596662030598,-1.1717037037037037,0
232766,F,0.2539628093363117,No,Core staff,Panel,1.0,1800000.0,1.0,0.04408249977870231,-0.22822222222222222,0
232768,F,0.4848514754962666,No,Laborers,"Stone, brick",2.0,270000.0,1.0,0.035610380542301874,-0.6365185185185185,0
232775,M,0.3774042489507649,No,High skill tech staff,Panel,2.0,225000.0,1.264,0.014045416316232127,-0.8515057113187954,0
232793,F,0.6023863442690867,No,Cooking staff,"Stone, brick",3.0,1800000.0,1.1188,0.0257227407238789,-0.3299720203556607,0
232794,F,0.3312508645909018,No,Sales staff,"Stone, brick",2.0,328500.0,1.2112054794520548,0.14198473282442747,-0.571597238263905,0
232813,F,0.5082869913916046,No,Core staff,"Stone, brick",2.0,247500.0,1.396,0.022631243850205474,-0.972229256351819,1
232815,F,0.6446794549585961,No,Cooking staff,"Stone, brick",1.0,225000.0,1.0,0.05886821116597037,-0.5925175808720112,0
232825,F,0.1634256947313434,No,Managers,Panel,1.0,225000.0,1.264,-15.009575080134791,-1.5198301167947037,0
232833,F,0.2188590822283744,No,Managers,Panel,1.0,135000.0,1.0,0.19946314268015694,-1.434962962962963,0
232836,M,0.6347055309763198,No,Managers,Panel,2.0,405000.0,1.0,0.0070400598093576724,-1.3676721199727335,0
232855,M,0.6577838002083306,No,Laborers,Panel,2.0,679500.0,1.0,-17.39335206438402,-0.7792993394195799,0
232862,F,0.7490217048463391,No,High skill tech staff,Panel,2.0,337500.0,1.1056,0.39511603215531627,-0.6696120251878935,0
232870,F,0.4776491548517548,No,Laborers,"Stone, brick",2.0,675000.0,1.198,-15.69654905668486,-0.9408458677017629,1
232876,M,0.6092756673894402,No,Laborers,"Stone, brick",3.0,202500.0,1.0,0.1580565468020862,-1.7990123456790124,0
232883,M,0.6986675550534175,No,Laborers,"Stone, brick",1.0,900000.0,1.0,0.06949566301355634,-0.5031688162347929,0
232896,F,0.22009464485041,No,Cleaning staff,Panel,2.0,292500.0,1.2112,-15.361835464333781,-1.7629481333185038,0
232904,F,0.4329616670974407,No,Core staff,Panel,1.0,225000.0,1.132,0.43655027481409636,-0.47410473070069553,0
232915,F,0.3859146722745145,No,Accountants,Panel,1.0,450000.0,1.0792,-25.25361266680495,-0.3237634733554951,1
232916,M,0.221335206354466,No,Security staff,Panel,2.0,171000.0,1.0,0.013675213675213675,-1.4379084967320261,0
232923,F,0.6894791426446275,No,Laborers,Panel,2.0,675000.0,1.1188,0.022939481268011527,-0.23793850626731397,0
232927,F,0.4956658291397297,No,Core staff,Panel,2.0,454500.0,1.0593960396039603,0.22593939393939394,-0.36927621861152143,0
232944,M,0.1873887653772306,No,Core staff,Panel,2.0,315000.0,1.0,0.2752341651928997,-0.988251286532673,0
232948,F,0.4507472818545589,No,Laborers,Panel,2.0,531000.0,1.1583983050847457,0.05017198434349425,-0.24455757153838345,0
232956,M,0.746300213050371,No,Security staff,Panel,2.0,252000.0,1.3168035714285715,0.4003761081758753,-0.8987886836492415,0
232996,F,0.6706517530862718,No,Laborers,Panel,2.0,126000.0,1.066,0.18058400419187348,-1.588934302149561,0
233003,F,0.4848514754962666,No,Laborers,Panel,2.0,238500.0,1.1583962264150944,-17.80457248708199,-1.5287279230941202,0
233006,F,0.6956219298394389,No,Sales staff,Panel,3.0,495000.0,1.3168,0.0173798551678736,-0.6452983283417235,0
233013,M,0.6446794549585961,No,Laborers,Panel,2.0,900000.0,1.1188,0.2931739879414298,-0.43544303797468353,0
233044,F,0.1528662291550415,No,Laborers,Block,2.0,454500.0,1.0,0.07167680278019113,-0.6225196903627083,0
233055,M,0.6496203111237195,No,Laborers,Block,1.0,900000.0,1.0,0.06286027998902004,-0.45512610291246974,0
233067,M,0.4543210601605785,No,Laborers,Panel,3.0,283500.0,1.396,0.24588902779113375,-0.5113717390769836,0
233079,F,0.1714683668967994,No,Core staff,Panel,2.0,900000.0,1.1188,0.11541093286702653,-0.3293767059825207,0
233095,F,0.1245194708919845,No,Cleaning staff,"Stone, brick",2.0,315000.0,1.2112,0.20747663551401868,-0.3534677832284492,0
233100,F,0.8193176922872417,No,Accountants,Panel,2.0,274500.0,1.2111967213114754,-17.15641880783503,-1.7639406744552157,0
233107,F,0.4311917977993083,No,Managers,Panel,2.0,1800000.0,1.0,0.13540176218088712,-0.26826262626262626,0
